datetime,KQ.m@SHFE.rb.last_price,KQ.m@SHFE.rb.highest,KQ.m@SHFE.rb.lowest,KQ.m@SHFE.rb.bid_price1,KQ.m@SHFE.rb.bid_volume1,KQ.m@SHFE.rb.ask_price1,KQ.m@SHFE.rb.ask_volume1,KQ.m@SHFE.rb.volume,KQ.m@SHFE.rb.amount,KQ.m@SHFE.rb.open_interest
2020-03-13 09:00:24.071000000,3498.0,3500.0,3491.0,3497.0,1239,3498.0,52,46149,1613052470.0,1390793
2020-03-13 09:00:24.575000000,3498.0,3500.0,3491.0,3498.0,205,3499.0,151,46936,1640580530.0,1390724
2020-03-13 09:00:25.070000000,3498.0,3500.0,3491.0,3497.0,1114,3498.0,2,47414,1657302400.0,1390622
2020-03-13 09:00:25.575000000,3498.0,3500.0,3491.0,3498.0,36,3499.0,289,47792,1670524200.0,1390763
2020-03-13 09:00:26.071000000,3498.0,3500.0,3491.0,3498.0,391,3499.0,263,48079,1680565150.0,1390723
2020-03-13 09:00:26.576000000,3498.0,3500.0,3491.0,3499.0,18,3500.0,4293,48568,1697674140.0,1390796
2020-03-13 09:00:27.069000000,3499.0,3500.0,3491.0,3499.0,554,3500.0,4144,48902,1709362580.0,1390664
2020-03-13 09:00:27.575000000,3499.0,3500.0,3491.0,3499.0,745,3500.0,2923,50142,1752762150.0,1390304
2020-03-13 09:00:28.075000000,3500.0,3500.0,3491.0,3499.0,1063,3500.0,1227,51859,1812856570.0,1390340
2020-03-13 09:00:28.567000000,3500.0,3501.0,3491.0,3500.0,1203,3501.0,174,53228,1860772090.0,1391128
2020-03-13 09:00:29.074000000,3501.0,3502.0,3491.0,3501.0,983,3502.0,564,53584,1873235780.0,1391388
2020-03-13 09:00:29.575000000,3502.0,3503.0,3491.0,3502.0,13,3503.0,311,54680,1911613390.0,1391916
2020-03-13 09:00:30.076000000,3503.0,3503.0,3491.0,3502.0,81,3503.0,425,55366,1935632120.0,1391769
2020-03-13 09:00:30.575000000,3502.0,3503.0,3491.0,3500.0,809,3502.0,313,55857,1952822470.0,1391597
2020-03-13 09:00:31.075000000,3503.0,3503.0,3491.0,3500.0,678,3503.0,307,57159,1998412310.0,1391505
2020-03-13 09:00:31.575000000,3503.0,3503.0,3491.0,3501.0,56,3502.0,3,58155,2033279800.0,1391488
2020-03-13 09:00:32.062000000,3503.0,3503.0,3491.0,3502.0,550,3503.0,235,58689,2051979100.0,1391379
2020-03-13 09:00:32.576000000,3503.0,3504.0,3491.0,3503.0,272,3504.0,482,59273,2072434490.0,1391112
2020-03-13 09:00:33.072000000,3503.0,3504.0,3491.0,3503.0,392,3504.0,542,59422,2077654030.0,1391079
2020-03-13 09:00:33.576000000,3504.0,3504.0,3491.0,3503.0,422,3504.0,552,59551,2082173220.0,1391028
2020-03-13 09:00:34.075000000,3504.0,3504.0,3491.0,3503.0,317,3504.0,211,60095,2101233060.0,1390754
2020-03-13 09:00:34.572000000,3504.0,3505.0,3491.0,3504.0,3,3505.0,411,60436,2113180000.0,1390670
2020-03-13 09:00:35.075000000,3504.0,3505.0,3491.0,3504.0,662,3505.0,455,60610,2119277130.0,1390621
2020-03-13 09:00:35.570000000,3504.0,3505.0,3491.0,3504.0,367,3505.0,472,61252,2141773350.0,1390570
2020-03-13 09:00:36.074000000,3505.0,3505.0,3491.0,3504.0,499,3505.0,372,61427,2147906610.0,1390577
2020-03-13 09:00:36.574000000,3505.0,3505.0,3491.0,3504.0,502,3505.0,81,61860,2163082000.0,1390676
2020-03-13 09:00:37.072000000,3505.0,3506.0,3491.0,3505.0,729,3506.0,225,62161,2173632120.0,1390655
2020-03-13 09:00:37.575000000,3505.0,3506.0,3491.0,3504.0,556,3505.0,328,63604,2224209130.0,1390208
2020-03-13 09:00:38.069000000,3504.0,3506.0,3491.0,3503.0,699,3504.0,170,64276,2247755880.0,1390092
2020-03-13 09:00:38.566000000,3503.0,3506.0,3491.0,3502.0,779,3503.0,84,65153,2278479460.0,1389819
2020-03-13 09:00:39.070000000,3503.0,3506.0,3491.0,3501.0,235,3503.0,153,66019,2308807700.0,1389987
2020-03-13 09:00:39.572000000,3501.0,3506.0,3491.0,3501.0,274,3502.0,4,66224,2315987720.0,1389883
2020-03-13 09:00:40.073000000,3501.0,3506.0,3491.0,3501.0,221,3502.0,69,66569,2328070260.0,1389801
2020-03-13 09:00:40.574000000,3503.0,3506.0,3491.0,3501.0,47,3503.0,173,66823,2336963760.0,1389740
2020-03-13 09:00:41.071000000,3502.0,3506.0,3491.0,3501.0,80,3502.0,21,67046,2344771610.0,1389624
2020-03-13 09:00:41.575000000,3503.0,3506.0,3491.0,3503.0,373,3504.0,136,67469,2359587330.0,1389376
2020-03-13 09:00:42.075000000,3503.0,3506.0,3491.0,3503.0,205,3504.0,3,67957,2376684520.0,1389252
2020-03-13 09:00:42.572000000,3502.0,3506.0,3491.0,3502.0,352,3503.0,19,68244,2386738710.0,1389174
2020-03-13 09:00:43.073000000,3503.0,3506.0,3491.0,3502.0,461,3503.0,502,68417,2392799730.0,1389219
2020-03-13 09:00:43.575000000,3502.0,3506.0,3491.0,3501.0,298,3502.0,120,68775,2405336860.0,1389198
2020-03-13 09:00:44.075000000,3502.0,3506.0,3491.0,3502.0,1,3503.0,741,69183,2419623250.0,1389273
2020-03-13 09:00:44.575000000,3502.0,3506.0,3491.0,3500.0,244,3502.0,356,69288,2423299990.0,1389276
2020-03-13 09:00:45.069000000,3501.0,3506.0,3491.0,3500.0,141,3501.0,103,69462,2429390650.0,1389294
2020-03-13 09:00:45.573000000,3501.0,3506.0,3491.0,3500.0,178,3501.0,652,69689,2437337300.0,1389281
2020-03-13 09:00:46.073000000,3500.0,3506.0,3491.0,3499.0,874,3500.0,8,70115,2452249290.0,1389370
2020-03-13 09:00:46.574000000,3500.0,3506.0,3491.0,3500.0,3,3501.0,490,70311,2459110090.0,1389319
2020-03-13 09:00:47.069000000,3500.0,3506.0,3491.0,3500.0,28,3501.0,472,70583,2468630100.0,1389287
2020-03-13 09:00:47.572000000,3499.0,3506.0,3491.0,3499.0,901,3500.0,26,70806,2476435060.0,1389181
2020-03-13 09:00:48.070000000,3499.0,3506.0,3491.0,3499.0,879,3500.0,144,70898,2479654730.0,1389162
2020-03-13 09:00:48.573000000,3499.0,3506.0,3491.0,3499.0,795,3500.0,468,71092,2486444030.0,1389044
2020-03-13 09:00:49.075000000,3499.0,3506.0,3491.0,3499.0,106,3500.0,466,71851,2513002050.0,1389160
2020-03-13 09:00:49.575000000,3499.0,3506.0,3491.0,3498.0,509,3499.0,34,72483,2535115580.0,1389288
2020-03-13 09:00:50.069000000,3499.0,3506.0,3491.0,3498.0,462,3499.0,349,72687,2542253280.0,1389187
2020-03-13 09:00:50.574000000,3499.0,3506.0,3491.0,3498.0,449,3499.0,251,72877,2548901140.0,1389120
2020-03-13 09:00:51.066000000,3499.0,3506.0,3491.0,3498.0,423,3499.0,249,73004,2553344210.0,1389123
2020-03-13 09:00:51.575000000,3498.0,3506.0,3491.0,3498.0,202,3499.0,282,73259,2562264230.0,1389147
2020-03-13 09:00:52.074000000,3499.0,3506.0,3491.0,3497.0,787,3499.0,275,73796,2581048670.0,1389336
2020-03-13 09:00:52.572000000,3498.0,3506.0,3491.0,3498.0,48,3499.0,353,73893,2584442080.0,1389322
2020-03-13 09:00:53.074000000,3498.0,3506.0,3491.0,3498.0,184,3499.0,111,74183,2594588820.0,1389423
2020-03-13 09:00:53.575000000,3498.0,3506.0,3491.0,3498.0,151,3499.0,50,74371,2601166000.0,1389382
2020-03-13 09:00:54.073000000,3498.0,3506.0,3491.0,3497.0,789,3498.0,528,74694,2612464690.0,1389558
2020-03-13 09:00:54.574000000,3497.0,3506.0,3491.0,3497.0,567,3498.0,403,75137,2627958650.0,1389876
2020-03-13 09:00:55.075000000,3497.0,3506.0,3491.0,3497.0,535,3498.0,378,75233,2631316390.0,1389839
2020-03-13 09:00:55.575000000,3498.0,3506.0,3491.0,3497.0,387,3498.0,345,75459,2639220380.0,1389841
2020-03-13 09:00:56.075000000,3497.0,3506.0,3491.0,3497.0,353,3498.0,368,75640,2645550510.0,1389895
2020-03-13 09:00:56.575000000,3497.0,3506.0,3491.0,3497.0,306,3498.0,385,75695,2647473930.0,1389902
2020-03-13 09:00:57.072000000,3497.0,3506.0,3491.0,3496.0,478,3497.0,277,76081,2660972350.0,1390179
2020-03-13 09:00:57.575000000,3497.0,3506.0,3491.0,3496.0,388,3497.0,195,76330,2669679440.0,1390167
2020-03-13 09:00:58.072000000,3496.0,3506.0,3491.0,3496.0,370,3497.0,296,76364,2670868240.0,1390167
2020-03-13 09:00:58.575000000,3496.0,3506.0,3491.0,3495.0,1010,3496.0,60,76796,2685970940.0,1390511
2020-03-13 09:00:59.075000000,3495.0,3506.0,3491.0,3495.0,938,3496.0,149,76943,2691109620.0,1390418
2020-03-13 09:00:59.575000000,3496.0,3506.0,3491.0,3495.0,710,3496.0,283,77140,2697995190.0,1390446
2020-03-13 09:01:00.068000000,3496.0,3506.0,3491.0,3495.0,396,3496.0,551,77590,2713723390.0,1390652
2020-03-13 09:01:00.575000000,3495.0,3506.0,3491.0,3495.0,75,3496.0,576,78085,2731024380.0,1390946
2020-03-13 09:01:01.076000000,3495.0,3506.0,3491.0,3494.0,1067,3495.0,189,78265,2737315150.0,1391021
2020-03-13 09:01:01.576000000,3494.0,3506.0,3491.0,3494.0,1051,3495.0,352,78421,2742767060.0,1391012
2020-03-13 09:01:02.074000000,3494.0,3506.0,3491.0,3494.0,541,3495.0,389,78967,2761844830.0,1390718
2020-03-13 09:01:02.575000000,3494.0,3506.0,3491.0,3493.0,426,3494.0,702,79743,2788957260.0,1390680
2020-03-13 09:01:03.075000000,3492.0,3506.0,3491.0,3492.0,475,3493.0,136,80239,2806282490.0,1390538
2020-03-13 09:01:03.575000000,3493.0,3506.0,3491.0,3492.0,346,3493.0,397,80362,2810577820.0,1390547
2020-03-13 09:01:04.074000000,3493.0,3506.0,3491.0,3492.0,183,3493.0,502,80553,2817247810.0,1390498
2020-03-13 09:01:04.572000000,3493.0,3506.0,3491.0,3491.0,641,3493.0,929,80978,2832089860.0,1390299
2020-03-13 09:01:05.075000000,3492.0,3506.0,3491.0,3491.0,628,3492.0,416,81023,2833661150.0,1390300
2020-03-13 09:01:05.575000000,3493.0,3506.0,3491.0,3492.0,16,3493.0,765,81820,2861490290.0,1390252
2020-03-13 09:01:06.071000000,3492.0,3506.0,3491.0,3491.0,363,3492.0,496,81959,2866343980.0,1390231
2020-03-13 09:01:06.576000000,3492.0,3506.0,3491.0,3491.0,159,3492.0,586,82201,2874792350.0,1390121
2020-03-13 09:01:07.076000000,3491.0,3506.0,3490.0,3490.0,1566,3491.0,690,82389,2881355260.0,1390040
2020-03-13 09:01:07.575000000,3491.0,3506.0,3490.0,3490.0,395,3491.0,1061,83626,2924527260.0,1389700
2020-03-13 09:01:08.072000000,3489.0,3506.0,3489.0,3489.0,491,3490.0,812,84252,2946373080.0,1389604
2020-03-13 09:01:08.575000000,3489.0,3506.0,3488.0,3489.0,52,3490.0,434,85372,2985447190.0,1389163
2020-03-13 09:01:09.074000000,3488.0,3506.0,3488.0,3488.0,231,3489.0,974,85697,2996785230.0,1389123
2020-03-13 09:01:09.574000000,3488.0,3506.0,3487.0,3487.0,453,3488.0,154,86446,3022908320.0,1388702
2020-03-13 09:01:10.061000000,3487.0,3506.0,3487.0,3487.0,137,3488.0,84,87054,3044111890.0,1388433
2020-03-13 09:01:10.574000000,3487.0,3506.0,3486.0,3487.0,90,3488.0,179,87705,3066812880.0,1388015
2020-03-13 09:01:11.073000000,3487.0,3506.0,3486.0,3486.0,751,3487.0,280,87973,3076157290.0,1387943
2020-03-13 09:01:11.567000000,3487.0,3506.0,3486.0,3486.0,594,3487.0,104,88598,3097949370.0,1387889
2020-03-13 09:01:12.074000000,3486.0,3506.0,3486.0,3486.0,291,3487.0,36,89083,3114858160.0,1387700
2020-03-13 09:01:12.575000000,3486.0,3506.0,3485.0,3485.0,649,3486.0,37,89853,3141699680.0,1387361
2020-03-13 09:01:13.075000000,3486.0,3506.0,3485.0,3485.0,663,3486.0,54,90035,3148043960.0,1387350
2020-03-13 09:01:13.570000000,3486.0,3506.0,3485.0,3486.0,25,3487.0,69,90890,3177850650.0,1387195
2020-03-13 09:01:14.075000000,3486.0,3506.0,3485.0,3486.0,161,3487.0,101,91468,3197999730.0,1386889
2020-03-13 09:01:14.576000000,3486.0,3506.0,3485.0,3486.0,168,3487.0,201,91693,3205843480.0,1386902
2020-03-13 09:01:15.075000000,3486.0,3506.0,3485.0,3485.0,564,3486.0,123,92015,3217068340.0,1386835
2020-03-13 09:01:15.573000000,3486.0,3506.0,3485.0,3485.0,450,3486.0,114,92415,3231011150.0,1386707
2020-03-13 09:01:16.076000000,3486.0,3506.0,3485.0,3485.0,437,3486.0,206,92564,3236204470.0,1386630
2020-03-13 09:01:16.576000000,3486.0,3506.0,3485.0,3485.0,356,3486.0,159,92980,3250704820.0,1386691
2020-03-13 09:01:17.061000000,3485.0,3506.0,3485.0,3484.0,704,3485.0,151,93583,3271721230.0,1386557
2020-03-13 09:01:17.576000000,3485.0,3506.0,3484.0,3485.0,10,3486.0,123,94365,3298972920.0,1386151
2020-03-13 09:01:18.075000000,3485.0,3506.0,3484.0,3484.0,571,3485.0,943,94594,3306953450.0,1386092
2020-03-13 09:01:18.574000000,3485.0,3506.0,3484.0,3484.0,165,3485.0,970,95061,3323224530.0,1386039
2020-03-13 09:01:19.076000000,3484.0,3506.0,3483.0,3483.0,1365,3484.0,87,95361,3333676480.0,1385948
2020-03-13 09:01:19.572000000,3483.0,3506.0,3483.0,3483.0,1270,3485.0,1296,95917,3353046370.0,1385640
2020-03-13 09:01:20.074000000,3484.0,3506.0,3483.0,3483.0,762,3484.0,96,96521,3374084560.0,1385519
2020-03-13 09:01:20.575000000,3484.0,3506.0,3483.0,3483.0,609,3484.0,24,97072,3393280110.0,1385419
2020-03-13 09:01:21.072000000,3483.0,3506.0,3483.0,3483.0,328,3484.0,199,97528,3409163930.0,1385171
2020-03-13 09:01:21.574000000,3483.0,3506.0,3483.0,3483.0,130,3484.0,153,97887,3421668750.0,1385212
2020-03-13 09:01:22.074000000,3483.0,3506.0,3483.0,3483.0,59,3484.0,95,98105,3429263010.0,1385279
2020-03-13 09:01:22.576000000,3483.0,3506.0,3482.0,3482.0,1165,3483.0,656,98493,3442776910.0,1385062
2020-03-13 09:01:23.061000000,3484.0,3506.0,3482.0,3483.0,101,3484.0,157,99526,3478754480.0,1385067
2020-03-13 09:01:23.575000000,3483.0,3506.0,3482.0,3483.0,26,3484.0,9,100421,3509928690.0,1384662
2020-03-13 09:01:24.076000000,3485.0,3506.0,3482.0,3484.0,480,3485.0,678,100871,3525606760.0,1384399
2020-03-13 09:01:24.570000000,3485.0,3506.0,3482.0,3485.0,25,3486.0,252,101717,3555089860.0,1384394
2020-03-13 09:01:25.074000000,3486.0,3506.0,3482.0,3486.0,4,3487.0,333,102195,3571751070.0,1384422
2020-03-13 09:01:25.576000000,3486.0,3506.0,3482.0,3485.0,140,3486.0,54,102640,3587261480.0,1384331
2020-03-13 09:01:26.076000000,3487.0,3506.0,3482.0,3486.0,615,3487.0,299,103160,3605387410.0,1384186
2020-03-13 09:01:26.575000000,3486.0,3506.0,3482.0,3486.0,564,3487.0,26,103497,3617137500.0,1384132
2020-03-13 09:01:27.074000000,3487.0,3506.0,3482.0,3487.0,353,3488.0,259,103667,3623065430.0,1384102
2020-03-13 09:01:27.574000000,3487.0,3506.0,3482.0,3487.0,485,3489.0,1370,104003,3634784290.0,1384187
2020-03-13 09:01:28.074000000,3487.0,3506.0,3482.0,3487.0,182,3488.0,20,104349,3646849420.0,1384029
2020-03-13 09:01:28.575000000,3488.0,3506.0,3482.0,3487.0,359,3488.0,4,104578,3654835680.0,1384059
2020-03-13 09:01:29.073000000,3488.0,3506.0,3482.0,3488.0,3,3489.0,1191,104740,3660485730.0,1384080
2020-03-13 09:01:29.573000000,3488.0,3506.0,3482.0,3488.0,201,3489.0,1137,104957,3668055360.0,1384074
2020-03-13 09:01:30.076000000,3489.0,3506.0,3482.0,3488.0,123,3489.0,931,105291,3679706770.0,1384008
2020-03-13 09:01:30.567000000,3489.0,3506.0,3482.0,3488.0,35,3489.0,849,105507,3687242000.0,1384000
2020-03-13 09:01:31.071000000,3489.0,3506.0,3482.0,3488.0,46,3489.0,736,105732,3695091200.0,1384100
2020-03-13 09:01:31.576000000,3489.0,3506.0,3482.0,3488.0,217,3489.0,649,105885,3700428800.0,1384197
2020-03-13 09:01:32.076000000,3489.0,3506.0,3482.0,3489.0,534,3490.0,171,106503,3721990750.0,1384596
2020-03-13 09:01:32.572000000,3490.0,3506.0,3482.0,3490.0,88,3491.0,469,106869,3734764150.0,1384772
2020-03-13 09:01:33.072000000,3489.0,3506.0,3482.0,3489.0,1066,3490.0,166,107442,3754763630.0,1384382
2020-03-13 09:01:33.575000000,3490.0,3506.0,3482.0,3490.0,144,3491.0,259,107685,3763244550.0,1384264
2020-03-13 09:01:34.067000000,3490.0,3506.0,3482.0,3490.0,202,3491.0,284,107724,3764605880.0,1384241
2020-03-13 09:01:34.573000000,3491.0,3506.0,3482.0,3490.0,174,3491.0,165,108002,3774309340.0,1384201
2020-03-13 09:01:35.069000000,3490.0,3506.0,3482.0,3490.0,277,3491.0,136,108061,3776368750.0,1384212
2020-03-13 09:01:35.570000000,3491.0,3506.0,3482.0,3491.0,299,3492.0,312,108271,3783699860.0,1384085
2020-03-13 09:01:36.074000000,3491.0,3506.0,3482.0,3491.0,235,3492.0,142,108629,3796199530.0,1384095
2020-03-13 09:01:36.576000000,3492.0,3506.0,3482.0,3491.0,298,3492.0,127,108722,3799446400.0,1384031
2020-03-13 09:01:37.076000000,3491.0,3506.0,3482.0,3491.0,362,3492.0,196,108762,3800843010.0,1383998
2020-03-13 09:01:37.570000000,3492.0,3506.0,3482.0,3491.0,333,3492.0,91,108958,3807686970.0,1384007
2020-03-13 09:01:38.064000000,3492.0,3506.0,3482.0,3491.0,238,3492.0,118,109180,3815438090.0,1383937
2020-03-13 09:01:38.570000000,3491.0,3506.0,3482.0,3491.0,203,3492.0,162,109388,3822700650.0,1383863
2020-03-13 09:01:39.071000000,3492.0,3506.0,3482.0,3491.0,211,3492.0,8,109711,3833979480.0,1383841
2020-03-13 09:01:39.574000000,3491.0,3506.0,3482.0,3491.0,225,3492.0,79,109892,3840299830.0,1383839
2020-03-13 09:01:40.064000000,3491.0,3506.0,3482.0,3491.0,191,3492.0,163,109951,3842359830.0,1383851
2020-03-13 09:01:40.567000000,3491.0,3506.0,3482.0,3491.0,164,3492.0,102,110093,3847317920.0,1383839
2020-03-13 09:01:41.069000000,3491.0,3506.0,3482.0,3490.0,603,3491.0,45,110358,3856569410.0,1383699
2020-03-13 09:01:41.575000000,3490.0,3506.0,3482.0,3489.0,1407,3490.0,164,111156,3884421320.0,1383807
2020-03-13 09:01:42.071000000,3490.0,3506.0,3482.0,3489.0,1329,3490.0,535,111264,3888190250.0,1383773
2020-03-13 09:01:42.575000000,3490.0,3506.0,3482.0,3489.0,1235,3490.0,485,111435,3894157440.0,1383675
2020-03-13 09:01:43.075000000,3489.0,3506.0,3482.0,3489.0,1121,3490.0,504,111556,3898379180.0,1383568
2020-03-13 09:01:43.570000000,3490.0,3506.0,3482.0,3488.0,471,3489.0,11,112880,3944575410.0,1383719
2020-03-13 09:01:44.073000000,3489.0,3506.0,3482.0,3488.0,408,3489.0,422,112990,3948413060.0,1383745
2020-03-13 09:01:44.576000000,3488.0,3506.0,3482.0,3487.0,141,3488.0,20,113477,3965399630.0,1383578
2020-03-13 09:01:45.074000000,3488.0,3506.0,3482.0,3487.0,136,3488.0,499,113613,3970142560.0,1383513
2020-03-13 09:01:45.571000000,3488.0,3506.0,3482.0,3487.0,73,3488.0,668,113732,3974293250.0,1383451
2020-03-13 09:01:46.075000000,3487.0,3506.0,3482.0,3486.0,220,3487.0,33,114059,3985696830.0,1383522
2020-03-13 09:01:46.574000000,3487.0,3506.0,3482.0,3487.0,37,3489.0,455,114906,4015239270.0,1383573
2020-03-13 09:01:47.070000000,3488.0,3506.0,3482.0,3487.0,79,3488.0,100,115215,4026014220.0,1383511
2020-03-13 09:01:47.574000000,3487.0,3506.0,3482.0,3487.0,201,3488.0,90,115370,4031420360.0,1383473
2020-03-13 09:01:48.069000000,3488.0,3506.0,3482.0,3487.0,238,3488.0,148,115426,4033373420.0,1383449
2020-03-13 09:01:48.573000000,3487.0,3506.0,3482.0,3487.0,146,3488.0,58,115648,4041115840.0,1383501
2020-03-13 09:01:49.073000000,3488.0,3506.0,3482.0,3487.0,100,3488.0,89,116000,4053390990.0,1383408
2020-03-13 09:01:49.576000000,3487.0,3506.0,3482.0,3486.0,416,3487.0,59,116446,4068944540.0,1383232
2020-03-13 09:01:50.075000000,3488.0,3506.0,3482.0,3488.0,33,3489.0,474,116819,4081953450.0,1383214
2020-03-13 09:01:50.567000000,3487.0,3506.0,3482.0,3486.0,406,3487.0,66,116966,4087079730.0,1383179
2020-03-13 09:01:51.074000000,3487.0,3506.0,3482.0,3486.0,228,3487.0,139,117310,4099072900.0,1382954
2020-03-13 09:01:51.573000000,3487.0,3506.0,3482.0,3486.0,136,3487.0,3,117585,4108662060.0,1383129
2020-03-13 09:01:52.075000000,3487.0,3506.0,3482.0,3487.0,8,3488.0,172,117818,4116786480.0,1383271
2020-03-13 09:01:52.575000000,3487.0,3506.0,3482.0,3486.0,224,3487.0,19,118128,4127596170.0,1383240
2020-03-13 09:01:53.075000000,3488.0,3506.0,3482.0,3487.0,271,3488.0,88,118359,4135651170.0,1383118
