datetime,KQ.m@SHFE.rb.last_price,KQ.m@SHFE.rb.highest,KQ.m@SHFE.rb.lowest,KQ.m@SHFE.rb.bid_price1,KQ.m@SHFE.rb.bid_volume1,KQ.m@SHFE.rb.ask_price1,KQ.m@SHFE.rb.ask_volume1,KQ.m@SHFE.rb.volume,KQ.m@SHFE.rb.amount,KQ.m@SHFE.rb.open_interest
2020-03-11 09:00:15.569000000,3502.0,3511.0,3494.0,3501.0,485,3502.0,174,43452,1522410090.0,1414973
2020-03-11 09:00:16.070000000,3503.0,3511.0,3494.0,3502.0,172,3505.0,1,44234,1549802070.0,1415112
2020-03-11 09:00:16.568000000,3503.0,3511.0,3494.0,3503.0,7,3504.0,249,44985,1576106830.0,1415253
2020-03-11 09:00:17.070000000,3502.0,3511.0,3494.0,3502.0,8,3503.0,521,45202,1583707020.0,1415182
2020-03-11 09:00:17.559000000,3502.0,3511.0,3494.0,3501.0,225,3502.0,265,45722,1601915060.0,1414802
2020-03-11 09:00:18.071000000,3502.0,3511.0,3494.0,3500.0,1945,3501.0,1,46267,1620994650.0,1414739
2020-03-11 09:00:18.567000000,3502.0,3511.0,3494.0,3500.0,1620,3502.0,40,46757,1638148330.0,1415055
2020-03-11 09:00:19.070000000,3502.0,3511.0,3494.0,3501.0,32,3502.0,224,47358,1659184630.0,1414958
2020-03-11 09:00:19.569000000,3501.0,3511.0,3494.0,3500.0,1080,3501.0,153,47481,1663490460.0,1414921
2020-03-11 09:00:20.071000000,3500.0,3511.0,3494.0,3500.0,1071,3501.0,102,47653,1669511820.0,1414905
2020-03-11 09:00:20.569000000,3502.0,3511.0,3494.0,3501.0,258,3502.0,317,47915,1678683870.0,1415006
2020-03-11 09:00:21.071000000,3501.0,3511.0,3494.0,3500.0,1167,3501.0,42,48494,1698956750.0,1415118
2020-03-11 09:00:21.565000000,3501.0,3511.0,3494.0,3501.0,28,3502.0,1,49137,1721476360.0,1415200
2020-03-11 09:00:22.064000000,3501.0,3511.0,3494.0,3501.0,251,3503.0,26,49485,1733663610.0,1415111
2020-03-11 09:00:22.567000000,3503.0,3511.0,3494.0,3503.0,66,3504.0,123,49553,1736045390.0,1415164
2020-03-11 09:00:23.062000000,3503.0,3511.0,3494.0,3502.0,179,3504.0,149,49851,1746484370.0,1415094
2020-03-11 09:00:23.570000000,3502.0,3511.0,3494.0,3502.0,122,3503.0,21,50318,1762844500.0,1414894
2020-03-11 09:00:24.066000000,3503.0,3511.0,3494.0,3502.0,17,3503.0,150,50957,1785222780.0,1414746
2020-03-11 09:00:24.570000000,3502.0,3511.0,3494.0,3501.0,760,3502.0,99,51277,1796428690.0,1414700
2020-03-11 09:00:25.068000000,3501.0,3511.0,3494.0,3502.0,10,3503.0,182,51761,1813376250.0,1414532
2020-03-11 09:00:25.565000000,3501.0,3511.0,3494.0,3501.0,444,3502.0,20,52012,1822165630.0,1414559
2020-03-11 09:00:26.063000000,3501.0,3511.0,3494.0,3501.0,96,3502.0,61,52499,1839217230.0,1414436
2020-03-11 09:00:26.565000000,3501.0,3511.0,3494.0,3500.0,1424,3501.0,30,52656,1844714390.0,1414387
2020-03-11 09:00:27.060000000,3501.0,3511.0,3494.0,3500.0,1322,3501.0,2,52948,1854936460.0,1414364
2020-03-11 09:00:27.570000000,3502.0,3511.0,3494.0,3501.0,41,3502.0,16,53139,1861624980.0,1414379
2020-03-11 09:00:28.071000000,3502.0,3511.0,3494.0,3501.0,136,3502.0,13,53348,1868942590.0,1414290
2020-03-11 09:00:28.565000000,3501.0,3511.0,3494.0,3501.0,458,3502.0,46,53495,1874089590.0,1414242
2020-03-11 09:00:29.064000000,3502.0,3511.0,3494.0,3501.0,545,3502.0,79,53540,1875665170.0,1414263
2020-03-11 09:00:29.569000000,3502.0,3511.0,3494.0,3502.0,2,3503.0,366,53842,1886239300.0,1414302
2020-03-11 09:00:30.070000000,3502.0,3511.0,3494.0,3502.0,41,3503.0,362,53989,1891387780.0,1414343
2020-03-11 09:00:30.569000000,3502.0,3511.0,3494.0,3502.0,13,3503.0,391,54384,1905220060.0,1414195
2020-03-11 09:00:31.071000000,3503.0,3511.0,3494.0,3502.0,435,3503.0,384,54708,1916566620.0,1414012
2020-03-11 09:00:31.570000000,3502.0,3511.0,3494.0,3502.0,318,3503.0,536,54985,1926267680.0,1413865
2020-03-11 09:00:32.070000000,3502.0,3511.0,3494.0,3502.0,279,3503.0,478,55086,1929805340.0,1413823
2020-03-11 09:00:32.569000000,3503.0,3511.0,3494.0,3501.0,280,3503.0,444,55715,1951832530.0,1413693
2020-03-11 09:00:33.071000000,3501.0,3511.0,3494.0,3501.0,188,3502.0,89,55859,1956874400.0,1413651
2020-03-11 09:00:33.571000000,3502.0,3511.0,3494.0,3501.0,135,3502.0,100,56050,1963562360.0,1413616
2020-03-11 09:00:34.068000000,3502.0,3511.0,3494.0,3501.0,145,3502.0,159,56224,1969655700.0,1413706
2020-03-11 09:00:34.567000000,3501.0,3511.0,3494.0,3500.0,1486,3501.0,109,56520,1980017650.0,1413699
2020-03-11 09:00:35.070000000,3502.0,3511.0,3494.0,3502.0,105,3503.0,740,57240,2005226890.0,1413645
2020-03-11 09:00:35.571000000,3501.0,3511.0,3494.0,3501.0,20,3502.0,295,57611,2018216170.0,1413530
2020-03-11 09:00:36.070000000,3501.0,3511.0,3494.0,3500.0,1379,3501.0,38,57900,2028334010.0,1413680
2020-03-11 09:00:36.569000000,3501.0,3511.0,3494.0,3500.0,1384,3501.0,101,58020,2032535210.0,1413585
2020-03-11 09:00:37.068000000,3500.0,3511.0,3494.0,3500.0,1366,3501.0,54,58167,2037681490.0,1413621
2020-03-11 09:00:37.571000000,3500.0,3511.0,3494.0,3500.0,1358,3501.0,27,58230,2039887020.0,1413618
2020-03-11 09:00:38.058000000,3500.0,3511.0,3494.0,3500.0,1343,3502.0,200,58696,2056202300.0,1413767
2020-03-11 09:00:38.570000000,3500.0,3511.0,3494.0,3500.0,1267,3502.0,237,58842,2061313060.0,1413859
2020-03-11 09:00:39.071000000,3501.0,3511.0,3494.0,3501.0,3,3502.0,546,58923,2064148510.0,1413881
2020-03-11 09:00:39.565000000,3501.0,3511.0,3494.0,3501.0,98,3502.0,559,59214,2074336330.0,1413876
2020-03-11 09:00:40.070000000,3502.0,3511.0,3494.0,3501.0,12,3502.0,229,59447,2082494120.0,1413787
2020-03-11 09:00:40.568000000,3500.0,3511.0,3494.0,3500.0,1659,3501.0,55,59668,2090231420.0,1413757
2020-03-11 09:00:41.070000000,3501.0,3511.0,3494.0,3500.0,1650,3501.0,64,59720,2092051810.0,1413731
2020-03-11 09:00:41.570000000,3500.0,3511.0,3494.0,3500.0,1655,3501.0,3,59799,2094817560.0,1413769
2020-03-11 09:00:42.061000000,3501.0,3511.0,3494.0,3500.0,1664,3501.0,355,59849,2096568080.0,1413762
2020-03-11 09:00:42.569000000,3500.0,3511.0,3494.0,3500.0,561,3501.0,387,60970,2135803680.0,1414303
2020-03-11 09:00:43.070000000,3500.0,3511.0,3494.0,3499.0,249,3500.0,2001,61618,2158483670.0,1414491
2020-03-11 09:00:43.562000000,3499.0,3511.0,3494.0,3498.0,533,3499.0,947,61960,2170449840.0,1414517
2020-03-11 09:00:44.063000000,3498.0,3511.0,3494.0,3497.0,1061,3498.0,2,62667,2195180390.0,1414496
2020-03-11 09:00:44.567000000,3499.0,3511.0,3494.0,3497.0,971,3499.0,255,63197,2213718610.0,1414371
2020-03-11 09:00:45.067000000,3497.0,3511.0,3494.0,3497.0,990,3498.0,76,63315,2217845750.0,1414296
2020-03-11 09:00:45.569000000,3499.0,3511.0,3494.0,3497.0,806,3499.0,264,63667,2230157150.0,1414035
2020-03-11 09:00:46.071000000,3498.0,3511.0,3494.0,3497.0,697,3498.0,54,63770,2233759100.0,1413958
2020-03-11 09:00:46.568000000,3497.0,3511.0,3494.0,3497.0,413,3498.0,232,64062,2243970460.0,1414002
2020-03-11 09:00:47.070000000,3498.0,3511.0,3494.0,3496.0,1086,3497.0,5,64854,2271666160.0,1414097
2020-03-11 09:00:47.569000000,3496.0,3511.0,3494.0,3496.0,1036,3497.0,180,65180,2283065100.0,1414165
2020-03-11 09:00:48.071000000,3496.0,3511.0,3494.0,3496.0,976,3497.0,212,65323,2288065140.0,1414289
2020-03-11 09:00:48.570000000,3496.0,3511.0,3494.0,3496.0,822,3497.0,190,65526,2295162380.0,1414371
2020-03-11 09:00:49.070000000,3497.0,3511.0,3494.0,3496.0,495,3497.0,344,65931,2309322210.0,1414256
2020-03-11 09:00:49.570000000,3496.0,3511.0,3494.0,3496.0,141,3497.0,329,66338,2323551560.0,1414328
2020-03-11 09:00:50.068000000,3496.0,3511.0,3494.0,3495.0,593,3496.0,460,66464,2327956480.0,1414401
2020-03-11 09:00:50.570000000,3496.0,3511.0,3494.0,3495.0,610,3496.0,512,66687,2335752240.0,1414509
2020-03-11 09:00:51.062000000,3496.0,3511.0,3494.0,3495.0,609,3496.0,454,66813,2340157130.0,1414453
2020-03-11 09:00:51.561000000,3496.0,3511.0,3494.0,3495.0,594,3496.0,382,66944,2344736470.0,1414396
2020-03-11 09:00:52.069000000,3496.0,3511.0,3494.0,3495.0,585,3496.0,336,67035,2347917600.0,1414396
2020-03-11 09:00:52.569000000,3495.0,3511.0,3494.0,3495.0,572,3496.0,208,67225,2354559610.0,1414324
2020-03-11 09:00:53.068000000,3495.0,3511.0,3494.0,3495.0,62,3496.0,243,67760,2373258010.0,1414110
2020-03-11 09:00:53.560000000,3494.0,3511.0,3494.0,3494.0,140,3495.0,570,67894,2377941110.0,1414133
2020-03-11 09:00:54.070000000,3494.0,3511.0,3493.0,3493.0,232,3494.0,225,68221,2389366380.0,1414006
2020-03-11 09:00:54.569000000,3493.0,3511.0,3493.0,3493.0,139,3494.0,251,68350,2393872680.0,1414090
2020-03-11 09:00:55.066000000,3495.0,3511.0,3492.0,3492.0,113,3495.0,374,69343,2428569430.0,1414145
2020-03-11 09:00:55.567000000,3492.0,3511.0,3492.0,3491.0,166,3492.0,132,69984,2450959060.0,1414034
2020-03-11 09:00:56.071000000,3492.0,3511.0,3491.0,3492.0,11,3493.0,1,70798,2479383910.0,1413782
2020-03-11 09:00:56.568000000,3493.0,3511.0,3491.0,3493.0,8,3494.0,18,71343,2498421230.0,1413812
2020-03-11 09:00:57.070000000,3494.0,3511.0,3491.0,3494.0,16,3495.0,564,71475,2503032550.0,1413745
2020-03-11 09:00:57.569000000,3494.0,3511.0,3491.0,3494.0,129,3495.0,322,71780,2513691930.0,1413727
2020-03-11 09:00:58.057000000,3495.0,3511.0,3491.0,3495.0,181,3497.0,135,72534,2540048630.0,1413353
2020-03-11 09:00:58.570000000,3496.0,3511.0,3491.0,3496.0,136,3498.0,244,72768,2548230910.0,1413333
2020-03-11 09:00:59.069000000,3496.0,3511.0,3491.0,3496.0,306,3497.0,8,72904,2552986340.0,1413377
2020-03-11 09:00:59.571000000,3497.0,3511.0,3491.0,3497.0,84,3498.0,247,72965,2555119590.0,1413390
2020-03-11 09:01:00.059000000,3497.0,3511.0,3491.0,3496.0,186,3497.0,9,73147,2561484040.0,1413387
2020-03-11 09:01:00.565000000,3497.0,3511.0,3491.0,3497.0,8,3498.0,269,73505,2574002760.0,1413336
2020-03-11 09:01:01.070000000,3497.0,3511.0,3491.0,3497.0,209,3498.0,289,73713,2581276690.0,1413371
2020-03-11 09:01:01.565000000,3498.0,3511.0,3491.0,3498.0,553,3499.0,462,74177,2597505550.0,1413646
2020-03-11 09:01:02.060000000,3498.0,3511.0,3491.0,3498.0,464,3500.0,837,74807,2619547800.0,1414011
2020-03-11 09:01:02.566000000,3500.0,3511.0,3491.0,3499.0,15,3500.0,766,75129,2630813430.0,1414067
2020-03-11 09:01:03.071000000,3499.0,3511.0,3491.0,3499.0,45,3500.0,767,75213,2633752780.0,1414035
2020-03-11 09:01:03.566000000,3500.0,3511.0,3491.0,3500.0,5,3501.0,358,76090,2664447200.0,1414073
2020-03-11 09:01:04.070000000,3501.0,3511.0,3491.0,3500.0,428,3501.0,119,76395,2675124700.0,1414170
2020-03-11 09:01:04.570000000,3501.0,3511.0,3491.0,3501.0,28,3502.0,669,76588,2681881650.0,1414159
2020-03-11 09:01:05.070000000,3501.0,3511.0,3491.0,3500.0,506,3501.0,1,76962,2694974830.0,1414335
2020-03-11 09:01:05.569000000,3501.0,3511.0,3491.0,3501.0,20,3502.0,541,77206,2703517380.0,1414269
2020-03-11 09:01:06.069000000,3500.0,3511.0,3491.0,3500.0,180,3501.0,35,77713,2721264270.0,1414054
2020-03-11 09:01:06.570000000,3500.0,3511.0,3491.0,3499.0,281,3500.0,60,78265,2740586210.0,1414013
2020-03-11 09:01:07.062000000,3500.0,3511.0,3491.0,3499.0,377,3500.0,156,78449,2747026060.0,1414005
2020-03-11 09:01:07.569000000,3499.0,3511.0,3491.0,3498.0,744,3499.0,21,78893,2762562170.0,1413719
2020-03-11 09:01:08.069000000,3499.0,3511.0,3491.0,3498.0,666,3499.0,240,79001,2766340530.0,1413747
2020-03-11 09:01:08.570000000,3498.0,3511.0,3491.0,3498.0,679,3499.0,382,79090,2769453960.0,1413796
2020-03-11 09:01:09.070000000,3499.0,3511.0,3491.0,3498.0,623,3499.0,346,79194,2773092350.0,1413832
2020-03-11 09:01:09.569000000,3499.0,3511.0,3491.0,3498.0,602,3499.0,339,79235,2774526730.0,1413861
2020-03-11 09:01:10.070000000,3499.0,3511.0,3491.0,3498.0,531,3499.0,302,79405,2780474240.0,1413997
2020-03-11 09:01:10.570000000,3498.0,3511.0,3491.0,3498.0,530,3499.0,73,79659,2789361460.0,1414157
2020-03-11 09:01:11.069000000,3499.0,3511.0,3491.0,3498.0,536,3499.0,13,79815,2794819270.0,1414109
2020-03-11 09:01:11.568000000,3498.0,3511.0,3491.0,3498.0,561,3499.0,7,79895,2797618330.0,1414145
2020-03-11 09:01:12.064000000,3499.0,3511.0,3491.0,3499.0,75,3500.0,282,79950,2799542790.0,1414148
2020-03-11 09:01:12.567000000,3499.0,3511.0,3491.0,3499.0,28,3500.0,355,80074,2803881350.0,1414252
2020-03-11 09:01:13.068000000,3499.0,3511.0,3491.0,3499.0,42,3500.0,317,80185,2807765710.0,1414247
2020-03-11 09:01:13.525000000,3500.0,3511.0,3491.0,3499.0,132,3500.0,296,80214,2808780620.0,1414253
2020-03-11 09:01:14.069000000,3499.0,3511.0,3491.0,3499.0,323,3500.0,176,80284,2811230510.0,1414278
2020-03-11 09:01:14.570000000,3500.0,3511.0,3491.0,3500.0,726,3501.0,468,80435,2816515530.0,1414365
2020-03-11 09:01:15.066000000,3501.0,3511.0,3491.0,3501.0,37,3502.0,677,80890,2832445080.0,1414568
2020-03-11 09:01:15.570000000,3501.0,3511.0,3491.0,3501.0,46,3502.0,633,81228,2844281000.0,1414445
2020-03-11 09:01:16.066000000,3502.0,3511.0,3491.0,3501.0,130,3502.0,480,81599,2857272060.0,1414167
2020-03-11 09:01:16.568000000,3501.0,3511.0,3491.0,3501.0,107,3502.0,501,81634,2858497520.0,1414147
2020-03-11 09:01:17.065000000,3501.0,3511.0,3491.0,3500.0,205,3501.0,127,81874,2866898920.0,1414196
2020-03-11 09:01:17.557000000,3500.0,3511.0,3491.0,3500.0,142,3501.0,174,82036,2872570120.0,1414235
2020-03-11 09:01:18.063000000,3500.0,3511.0,3491.0,3499.0,397,3500.0,53,82247,2879955560.0,1414370
2020-03-11 09:01:18.570000000,3500.0,3511.0,3491.0,3499.0,285,3500.0,127,82415,2885834750.0,1414431
2020-03-11 09:01:19.061000000,3500.0,3511.0,3491.0,3499.0,412,3500.0,184,82454,2887199470.0,1414457
2020-03-11 09:01:19.566000000,3500.0,3511.0,3491.0,3499.0,433,3500.0,189,82473,2887864390.0,1414472
2020-03-11 09:01:20.069000000,3499.0,3511.0,3491.0,3498.0,600,3499.0,219,82947,2904449670.0,1414420
2020-03-11 09:01:20.562000000,3499.0,3511.0,3491.0,3498.0,584,3499.0,322,83001,2906338870.0,1414436
2020-03-11 09:01:21.067000000,3498.0,3511.0,3491.0,3497.0,419,3498.0,46,83605,2927467180.0,1414889
2020-03-11 09:01:21.570000000,3498.0,3511.0,3491.0,3497.0,379,3498.0,28,84130,2945834150.0,1415269
2020-03-11 09:01:22.065000000,3499.0,3511.0,3491.0,3498.0,65,3499.0,260,84279,2951046280.0,1415203
2020-03-11 09:01:22.568000000,3498.0,3511.0,3491.0,3497.0,414,3498.0,212,84425,2956153570.0,1415295
2020-03-11 09:01:23.071000000,3497.0,3511.0,3491.0,3497.0,467,3498.0,199,84476,2957937520.0,1415309
2020-03-11 09:01:23.570000000,3498.0,3511.0,3491.0,3497.0,478,3499.0,366,84670,2964723690.0,1415209
2020-03-11 09:01:24.070000000,3498.0,3511.0,3491.0,3498.0,58,3499.0,360,84758,2967802040.0,1415250
2020-03-11 09:01:24.569000000,3498.0,3511.0,3491.0,3498.0,246,3499.0,353,84799,2969236250.0,1415230
2020-03-11 09:01:25.065000000,3499.0,3511.0,3491.0,3498.0,147,3499.0,18,85308,2987044700.0,1415388
2020-03-11 09:01:25.567000000,3499.0,3511.0,3491.0,3499.0,80,3500.0,1053,85355,2988689250.0,1415351
2020-03-11 09:01:26.068000000,3500.0,3511.0,3491.0,3499.0,643,3500.0,1061,85411,2990648750.0,1415328
2020-03-11 09:01:26.563000000,3500.0,3511.0,3491.0,3500.0,54,3501.0,684,86429,3026278730.0,1415363
2020-03-11 09:01:27.069000000,3500.0,3511.0,3491.0,3500.0,474,3501.0,640,86465,3027538740.0,1415377
2020-03-11 09:01:27.569000000,3500.0,3511.0,3491.0,3500.0,475,3501.0,108,87092,3049489290.0,1415743
2020-03-11 09:01:28.068000000,3501.0,3511.0,3491.0,3501.0,237,3502.0,432,87380,3059572240.0,1415653
2020-03-11 09:01:28.568000000,3502.0,3511.0,3491.0,3501.0,330,3502.0,390,87457,3062268160.0,1415629
2020-03-11 09:01:29.069000000,3501.0,3511.0,3491.0,3501.0,329,3502.0,400,87539,3065139290.0,1415631
2020-03-11 09:01:29.566000000,3502.0,3511.0,3491.0,3501.0,273,3502.0,431,87695,3070601150.0,1415643
2020-03-11 09:01:30.067000000,3501.0,3511.0,3491.0,3501.0,297,3502.0,436,87759,3072842200.0,1415655
2020-03-11 09:01:30.567000000,3501.0,3511.0,3491.0,3500.0,469,3501.0,19,88243,3089787800.0,1415421
2020-03-11 09:01:31.068000000,3501.0,3511.0,3491.0,3501.0,514,3502.0,406,88406,3095494440.0,1415486
2020-03-11 09:01:31.571000000,3501.0,3511.0,3491.0,3501.0,419,3502.0,368,88536,3100045970.0,1415466
2020-03-11 09:01:32.059000000,3502.0,3511.0,3491.0,3501.0,270,3502.0,389,88719,3106453070.0,1415440
2020-03-11 09:01:32.557000000,3501.0,3511.0,3491.0,3500.0,401,3501.0,46,89091,3119476770.0,1415117
2020-03-11 09:01:33.068000000,3501.0,3511.0,3491.0,3500.0,353,3501.0,262,89162,3121962460.0,1415083
2020-03-11 09:01:33.570000000,3500.0,3511.0,3491.0,3500.0,292,3501.0,303,89191,3122977730.0,1415085
2020-03-11 09:01:34.069000000,3500.0,3511.0,3491.0,3500.0,184,3501.0,328,89314,3127282880.0,1415079
2020-03-11 09:01:34.568000000,3501.0,3511.0,3491.0,3500.0,159,3501.0,352,89366,3129103060.0,1415092
2020-03-11 09:01:35.067000000,3500.0,3511.0,3491.0,3499.0,204,3500.0,41,89547,3135438210.0,1415127
2020-03-11 09:01:35.570000000,3500.0,3511.0,3491.0,3499.0,193,3500.0,98,90135,3156022900.0,1415348
2020-03-11 09:01:36.062000000,3501.0,3511.0,3491.0,3501.0,48,3502.0,409,90313,3162253510.0,1415425
2020-03-11 09:01:36.568000000,3500.0,3511.0,3491.0,3500.0,282,3501.0,7,90418,3165929490.0,1415377
2020-03-11 09:01:37.067000000,3500.0,3511.0,3491.0,3500.0,312,3501.0,1,90642,3173771460.0,1415488
2020-03-11 09:01:37.567000000,3500.0,3511.0,3491.0,3500.0,326,3502.0,473,90676,3174961610.0,1415473
2020-03-11 09:01:38.067000000,3502.0,3511.0,3491.0,3501.0,5,3502.0,470,90711,3176187110.0,1415472
2020-03-11 09:01:38.566000000,3501.0,3511.0,3491.0,3501.0,23,3502.0,472,90788,3178882890.0,1415430
2020-03-11 09:01:39.067000000,3501.0,3511.0,3491.0,3501.0,35,3502.0,459,90966,3185113680.0,1415506
2020-03-11 09:01:39.569000000,3501.0,3511.0,3491.0,3500.0,283,3501.0,308,91038,3187634370.0,1415477
2020-03-11 09:01:40.070000000,3500.0,3511.0,3491.0,3500.0,198,3501.0,411,91142,3191274980.0,1415510
2020-03-11 09:01:40.568000000,3500.0,3511.0,3491.0,3499.0,250,3500.0,39,91485,3203279980.0,1415594
2020-03-11 09:01:41.070000000,3500.0,3511.0,3491.0,3499.0,328,3500.0,80,91538,3205134970.0,1415630
2020-03-11 09:01:41.565000000,3500.0,3511.0,3491.0,3500.0,447,3501.0,523,91637,3208600050.0,1415595
2020-03-11 09:01:42.069000000,3501.0,3511.0,3491.0,3499.0,345,3501.0,363,92320,3232506530.0,1415341
2020-03-11 09:01:42.565000000,3501.0,3511.0,3491.0,3500.0,45,3501.0,360,92359,3233871730.0,1415334
2020-03-11 09:01:43.071000000,3500.0,3511.0,3491.0,3500.0,363,3501.0,360,92460,3237406770.0,1415364
2020-03-11 09:01:43.569000000,3501.0,3511.0,3491.0,3500.0,318,3501.0,350,92576,3241466810.0,1415269
2020-03-11 09:01:44.070000000,3501.0,3511.0,3491.0,3501.0,127,3502.0,762,92974,3255400780.0,1415394
2020-03-11 09:01:44.539000000,3501.0,3511.0,3491.0,3501.0,50,3502.0,769,93052,3258131560.0,1415410
2020-03-11 09:01:45.062000000,3500.0,3511.0,3491.0,3500.0,321,3501.0,3,93137,3261107140.0,1415395
2020-03-11 09:01:45.571000000,3500.0,3511.0,3491.0,3499.0,367,3500.0,150,94020,3292020710.0,1415333
2020-03-11 09:01:46.071000000,3500.0,3511.0,3491.0,3500.0,255,3501.0,10,94245,3299896310.0,1415228
2020-03-11 09:01:46.571000000,3501.0,3511.0,3491.0,3500.0,288,3501.0,44,94341,3303256690.0,1415230
2020-03-11 09:01:47.061000000,3500.0,3511.0,3491.0,3500.0,274,3501.0,66,94387,3304866980.0,1415227
2020-03-11 09:01:47.571000000,3500.0,3511.0,3491.0,3500.0,285,3501.0,100,94422,3306092220.0,1415243
2020-03-11 09:01:48.067000000,3499.0,3511.0,3491.0,3499.0,426,3500.0,90,94736,3317082090.0,1415043
2020-03-11 09:01:48.565000000,3500.0,3511.0,3491.0,3499.0,417,3500.0,83,94835,3320547070.0,1415073
2020-03-11 09:01:49.071000000,3499.0,3511.0,3491.0,3499.0,420,3500.0,90,94857,3321317010.0,1415080
2020-03-11 09:01:49.568000000,3500.0,3511.0,3491.0,3499.0,361,3500.0,200,94912,3323241490.0,1415094
2020-03-11 09:01:50.071000000,3499.0,3511.0,3491.0,3499.0,322,3500.0,256,94936,3324081390.0,1415094
2020-03-11 09:01:50.550000000,3499.0,3511.0,3491.0,3498.0,955,3499.0,16,95751,3352603270.0,1414771
2020-03-11 09:01:51.070000000,3500.0,3511.0,3491.0,3499.0,28,3500.0,91,95845,3355892690.0,1414719
2020-03-11 09:01:51.548000000,3500.0,3511.0,3491.0,3499.0,132,3500.0,128,95885,3357292660.0,1414686
2020-03-11 09:01:52.066000000,3499.0,3511.0,3491.0,3499.0,223,3500.0,94,95916,3358377570.0,1414684
2020-03-11 09:01:52.570000000,3500.0,3511.0,3491.0,3499.0,208,3500.0,161,95945,3359392330.0,1414667
2020-03-11 09:01:53.069000000,3500.0,3511.0,3491.0,3500.0,28,3501.0,351,96254,3370207070.0,1414459
